CustomerID,CustomerName,Age,Gender,AnnualIncome_INR,IncomeCurrency,SpendingScore_1_100,MembershipTier,JoinDate,LastPurchaseDate,VisitFrequency,AvgBasketValue_INR,TotalPurchases,OnlinePurchases,StorePurchases,PreferredCategory,City,Country,EmailProvider,DeviceType,PaymentMethod,LoyaltyPoints,SatisfactionRating_1_5,CouponUsed,ChurnNextMonth,HasPurchaseHistory
CUST100017,Vivaan Iyer,39,Male,1225084.0,INR,54,Basic,2024-04-20,2025-07-03,Monthly,3803.1,4,2,3,Home Decor,Bengaluru,India,gmail.com,Android,Debit Card,840,2,No,0,1
CUST100018,Saanvi Rao,31,Female,648622.0,INR,32,Silver,2021-06-14,2023-02-16,Weekly,1802.16,6,2,4,Fashion,Bengaluru,India,gmail.com,Web,Credit Card,1472,3,Yes,0,1
CUST100019,Sara Patel,27,Other,1254616.0,INR,100,Gold,2023-11-28,2024-12-02,Rarely,1709.26,6,1,6,Electronics,Ahmedabad,India,gmail.com,iOS,Credit Card,1511,5,Yes,0,1
CUST100020,Aadhya Khan,17,Male,619742.0,INR,25,Basic,2022-07-02,2024-10-19,Rarely,682.0,2,0,3,Beauty,Delhi,India,company.com,Desktop,Credit Card,570,3,Yes,1,1
CUST100021,Amit Patel,30,Female,653437.0,INR,55,Gold,2023-03-26,2025-01-19,Rarely,806.78,37,16,22,Grocery,Mumbai,India,gmail.com,Web,Upi,848,1,Yes,0,1
CUST100022,Reyansh Joshi,28,Male,877245.0,INR,94,Basic,2023-07-31,2024-04-17,Weekly,695.0,17,4,13,Home Decor,Kolkata,India,rediffmail.com,iOS,Upi,1826,4,No,0,1
CUST100023,Saanvi Mehta,49,Other,911335.0,INR,35,Basic,2024-09-12,2025-01-30,Weekly,4085.16,4,0,4,Books,Hyderabad,India,outlook.com,Android,Credit Card,1355,4,No,0,1
CUST100024,Vihaan Iyer,39,Female,343253.0,INR,70,Platinum,2021-02-21,2022-11-17,Monthly,932.47,24,6,19,Kids,Chennai,India,outlook.com,Desktop,Credit Card,1636,1,No,0,1
CUST100025,Ananya Singh,44,Female,220648.0,INR,59,Silver,2021-09-08,2021-09-08,Daily,824.44,1,0,1,Electronics,Pune,India,yahoo.com,Android,Debit Card,1539,5,No,0,0
CUST100026,Kiara Singh,53,Female,531448.0,INR,53,Silver,2023-10-29,2024-06-11,Monthly,1834.74,24,11,13,Books,Lucknow,India,gmail.com,Mobile,Upi,406,4,No,1,1
CUST100027,Vivaan Kapoor,43,Other,1613314.0,INR,29,Gold,2025-02-03,2025-05-11,Monthly,3627.07,10,2,8,Beauty,Bengaluru,India,gmail.com,Web,Credit Card,222,1,Yes,0,1
CUST100028,Amit Chopra,41,Female,485516.0,USD,29,Basic,2024-11-21,2025-08-21,Rarely,2711.87,15,12,2,Books,Ahmedabad,India,outlook.com,Android,Credit Card,2015,4,Yes,0,1
CUST100029,Aditya Joshi,25,Female,374892.0,INR,40,Platinum,2022-03-28,2023-05-06,Monthly,1817.0349999999999,2,1,2,Gaming,Ahmedabad,India,rediffmail.com,iOS,Credit Card,1751,3,Yes,0,1
CUST100030,Reyansh Gupta,43,Male,1368516.0,INR,63,Gold,2022-09-28,2024-10-30,Monthly,1894.23,33,8,26,Sports,Mumbai,India,gmail.com,Web,Debit Card,1065,2,Yes,0,1
CUST100031, Rahul Gupta ,38,Other,558960.0,INR,26,Basic,2023-11-05,2024-12-02,Rarely,5901.35,0,0,0,Gaming,Pune,India,gmail.com,Desktop,Credit Card,2308,4,No,1,1
CUST100032,Diya Sharma,48,Other,515028.0,INR,42,Basic,2021-10-17,2022-10-10,Monthly,1076.75,34,32,2,Food Court,Lucknow,India,yahoo.com,iOS,Credit Card,1523,5,Yes,0,1
CUST100033,Pooja Joshi,43,Male,867954.0,USD,59,Platinum,2023-01-17,2024-12-09,Rarely,2423.89,3,2,1,Electronics,Jaipur,India,company.com,Web,Upi,136,2,No,0,1
CUST100034,Pooja Sinha,53,Male,1033209.0,INR,48,Gold,2023-03-23,2024-08-18,Monthly,1817.0349999999999,2,0,2,Kids,Jaipur,India,hotmail.com,iOS,Credit Card,2596,2,No,1,1
CUST100035,Aditya Verma,28,Female,1677274.0,INR,57,Gold,2022-01-19,2023-11-30,Rarely,1158.01,13,3,10,Books,Lucknow,India,gmail.com,Web,Debit Card,0,1,Yes,0,1
CUST100036,Myra Khan,10,Female,1256858.0,USD,58,Basic,2022-09-28,2024-03-08,Monthly,3717.51,6,0,6,Home Decor,Ahmedabad,India,yahoo.com,Desktop,Debit Card,490,3,Yes,0,1
CUST100037,Arjun Rao,29,Female,542522.0,INR,71,Basic,2024-08-02,2024-09-29,Rarely,2338.02,10,4,6,Kids,Bengaluru,India,gmail.com,Android,Credit Card,1310,4,Yes,0,1
CUST100038,Diya Chopra,23,Male,788894.0,INR,60,Platinum,2021-01-06,2022-09-06,Monthly,1151.93,4,2,3,Books,Ahmedabad,India,outlook.com,iOS,Credit Card,198,3,Yes,0,1
CUST100039,Ira Patel,15,Female,560830.0,INR,48,Silver,2023-10-27,2026-04-03,Weekly,2673.45,37,28,9,Gaming,Ahmedabad,India,gmail.com,iOS,Upi,1738,3,Yes,0,1
CUST100040,Arjun Verma,59,Male,1198552.0,INR,38,Gold,2024-11-03,2025-12-23,Rarely,1608.71,17,4,13,Sports,Pune,India,gmail.com,iOS,Credit Card,615,3,No,0,1
CUST100041,Diya Reddy,43,Male,648622.0,INR,7,Silver,2023-03-17,2024-08-15,Rarely,1793.32,99,46,53,Fashion,Mumbai,India,gmail.com,iOS,Debit Card,1595,1,No,0,1
CUST100042,Aarav Verma,24,Female,708383.0,INR,37,Platinum,2021-02-11,2023-07-15,Monthly,4061.04,0,0,0,Grocery,Chennai,India,hotmail.com,Android,Card,804,5,Yes,0,1
CUST100043,Ira Verma,35,Female,970171.0,INR,33,Silver,2024-11-15,2025-06-11,Monthly,1357.03,21,4,18,Food Court,Lucknow,India,hotmail.com,iOS,Wallet,643,4,Yes,0,1
CUST100044,Arjun Kumar,32,Male,498636.0,INR,59,Basic,2022-08-12,2025-02-06,Rarely,4173.67,2,1,2,Kids,Ahmedabad,India,gmail.com,iOS,Credit Card,701,5,Yes,0,1
CUST100045,Amit Das,47,Male,1286421.0,INR,55,Silver,2022-08-08,2024-05-30,Rarely,2856.94,37,17,20,Books,Mumbai,India,gmail.com,iOS,Card,1361,2,No,1,1
CUST100046,Pooja Mehta,32,Female,626150.0,INR,67,Silver,2025-03-31,2025-07-07,Rarely,4277.44,12,0,5,Books,Jaipur,India,yahoo.com,Mobile,Wallet,1189,2,No,0,1
CUST100047,Sai Khan,28,Male,1254311.0,USD,25,Gold,2023-05-02,2025-04-19,Monthly,4040.04,56,26,31,Sports,Pune,India,gmail.com,Mobile,Debit Card,1957,2,Yes,0,1
CUST100048,Aditya Kapoor,39,Male,770090.0,INR,71,Gold,2021-05-11,2022-11-16,Rarely,737.29,0,0,0,Beauty,Hyderabad,India,gmail.com,iOS,Card,1267,4,Yes,0,1
CUST100049,Saanvi Das,28,Male,622037.0,INR,65,Silver,2025-04-18,2025-04-26,Daily,3573.06,37,28,8,Books,Jaipur,India,gmail.com,Android,Credit Card,449,4,Yes,1,1
CUST100050,Ayaan Mehta,39,Male,799921.0,INR,100,Gold,2022-07-09,2023-09-27,Weekly,2758.34,20,15,5,Fashion,Lucknow,India,rediffmail.com,Android,Credit Card,931,4,Yes,0,1
CUST100051,Reyansh Verma,35,Female,1127917.0,INR,69,Silver,2022-12-05,2024-04-23,Monthly,6558.55,4,0,3,Grocery,Jaipur,India,rediffmail.com,iOS,Debit Card,440,3,No,0,1
CUST100052,Rahul Iyer,32,Male,1218257.0,INR,48,Silver,2022-12-23,2023-06-14,Monthly,1490.61,31,29,3,Grocery,Lucknow,India,company.com,Mobile,Upi,740,1,Yes,1,1
CUST100053,Myra Joshi,47,Male,1516458.0,INR,57,Silver,2022-06-01,2024-09-12,Daily,749.19,2,0,2,Beauty,Kolkata,India,gmail.com,Android,Cash,469,1,No,0,1
CUST100054,Pooja Joshi,16,Female,634430.0,INR,97,Silver,2024-03-06,2025-04-08,Monthly,995.52,14,0,14,Sports,Lucknow,India,gmail.com,Desktop,Credit Card,572,4,No,0,1
CUST100055,Aarav Das,47,Male,1732339.0,INR,70,Gold,2021-08-07,2021-11-08,Rarely,2826.5,3,2,1,Food Court,Kolkata,India,outlook.com,Web,Wallet,1025,1,No,0,1
CUST100056,Neha Nair,37,Female,421276.0,INR,59,Platinum,2021-08-08,2021-12-24,Monthly,2091.37,51,36,16,Sports,Bengaluru,India,gmail.com,Desktop,Upi,597,5,No,0,1
CUST100057,Rahul Patel,40,Female,167813.0,INR,54,Gold,2022-09-13,2023-05-18,Rarely,2331.08,1,0,2,Gaming,Lucknow,India,yahoo.com,Android,Credit Card,93,4,Yes,0,1
CUST100058,Ananya Patel,28,Female,774459.0,INR,37,Gold,2021-08-03,2022-06-01,Daily,1817.0349999999999,20,13,7,Electronics,Jaipur,India,outlook.com,iOS,Debit Card,1715,3,No,0,1
CUST100059,Kiara Joshi,35,Female,283960.0,INR,77,Gold,2021-10-01,2023-01-01,Rarely,1606.49,0,0,0,Gaming,Ahmedabad,India,gmail.com,iOS,Debit Card,710,2,Yes,0,1
CUST100060,Sara Rao,36,Female,245046.0,INR,44,Silver,2021-10-15,2022-04-24,Rarely,1817.0349999999999,8,1,7,Home Decor,Bengaluru,India,company.com,Mobile,Upi,1373,5,Yes,0,1
CUST100061,Kiara Singh,37,Male,320154.0,INR,14,Basic,2021-03-08,2022-06-11,Daily,2852.71,22,12,11,Kids,Pune,India,outlook.com,Web,Wallet,718,5,Yes,0,1
CUST100062,Aditya Kapoor,13,Female,286743.0,USD,57,Basic,2021-06-04,2023-03-14,Monthly,2341.94,12,6,6,Home Decor,Jaipur,India,outlook.com,Mobile,Upi,226,1,No,0,1
CUST100063,Aditya Singh,49,Female,622302.0,INR,77,Basic,2021-09-28,2023-07-25,Rarely,1817.0349999999999,10,0,11,Fashion,Hyderabad,India,yahoo.com,Android,Credit Card,943,4,No,0,1
CUST100064,Meera Joshi,36,Female,147996.0,USD,60,Gold,2024-03-06,2026-03-30,Rarely,504.71,2,1,1,Fashion,Bengaluru,India,gmail.com,iOS,Cash,124,1,Yes,0,1
CUST100065,Kiara Singh,33,Other,646475.0,INR,62,Gold,2024-10-30,2025-04-24,Rarely,2067.69,16,8,7,Electronics,Kolkata,India,yahoo.com,iOS,Credit Card,1273,5,Yes,0,1
CUST100066,Neha Patel,22,Male,255292.0,INR,38,Gold,2022-12-12,2024-05-30,Weekly,2454.3,3,0,3,Electronics,Hyderabad,India,yahoo.com,iOS,Cash,377,4,No,1,1
CUST100067,Aditya Kapoor,34,Female,570812.0,INR,79,Basic,2025-01-15,2025-12-08,Weekly,1123.31,35,19,17,Gaming,Hyderabad,India,company.com,Android,Upi,2133,1,Yes,0,1
CUST100068,Vihaan Chopra,18,Female,723894.0,INR,74,Platinum,2022-05-03,2023-07-06,Rarely,608.97,25,9,16,Beauty,Hyderabad,India,gmail.com,Web,Credit Card,1235,3,No,0,1
CUST100069,Vivaan Das,26,Other,865268.0,INR,59,Silver,2022-03-02,2023-06-07,Weekly,6651.08,10,3,6,Kids,Chennai,India,yahoo.com,Web,Credit Card,1810,3,Yes,0,1
CUST100070,Reyansh Gupta,47,Female,404157.0,USD,63,Platinum,2021-09-21,2021-12-24,Rarely,1817.0349999999999,15,13,1,Home Decor,Mumbai,India,company.com,Android,Credit Card,1095,4,Yes,1,1
CUST100071,Ira Reddy,21,Male,648622.0,INR,24,Silver,2022-10-21,2023-11-22,Rarely,1134.03,22,10,13,Books,Delhi,India,gmail.com,Web,Upi,2955,5,No,0,1
CUST100072,Aditya Verma,33,Female,745713.0,INR,100,Platinum,2023-09-06,2023-09-06,Weekly,2057.0,12,3,10,Books,Lucknow,India,rediffmail.com,Mobile,Upi,1098,3,Yes,0,0
CUST100073,Krishna Kumar,35,Female,719636.0,INR,39,Platinum,2024-06-06,2025-01-18,Monthly,9546.39,20,2,17,Electronics,Lucknow,India,gmail.com,iOS,Credit Card,718,3,No,0,1
CUST100074,Amit Kapoor,36,Other,1024852.0,INR,93,Silver,2024-01-26,2024-04-30,Weekly,989.95,6,1,4,Gaming,Lucknow,India,gmail.com,Android,Credit Card,1761,2,Yes,0,1
CUST100075,Priya Verma,29,Female,302703.0,USD,56,Silver,2022-06-27,2022-09-28,Weekly,1261.32,11,1,11,Beauty,Lucknow,India,company.com,Android,Card,857,3,No,0,1
CUST100076,Aadhya Sharma,31,Other,663077.0,INR,41,Silver,2021-03-29,2022-06-05,Monthly,1137.23,2,1,1,Beauty,Hyderabad,India,yahoo.com,iOS,Credit Card,387,3,Yes,0,1
CUST100077,Aadhya Nair,33,Female,914361.0,USD,43,Basic,2025-03-08,2025-11-06,Daily,1354.48,3,1,3,Grocery,Chennai,India,gmail.com,iOS,Credit Card,1286,4,No,0,1
CUST100078,Sai Nair,24,Male,420783.0,INR,50,Basic,2023-09-29,2025-05-29,Weekly,2448.05,31,15,15,Beauty,Lucknow,India,company.com,Web,Debit Card,700,1,Yes,1,1
CUST100079,Arjun Chopra,33,Female,1296777.0,INR,21,Silver,2024-10-18,2026-04-04,Rarely,989.51,40,34,7,Electronics,Pune,India,company.com,iOS,Wallet,1525,5,Yes,0,1
CUST100080,Ayaan Das,27,Female,1023442.0,INR,42,Gold,2024-08-09,2026-04-02,Rarely,1913.0,11,10,1,Fashion,Hyderabad,India,yahoo.com,Mobile,Cash,346,3,No,0,1
CUST100081,Aarav Khan,22,Female,981429.0,INR,50,Basic,2023-07-15,2024-04-20,Rarely,1817.0349999999999,7,6,2,Food Court,Kolkata,India,gmail.com,Web,Credit Card,1189,4,No,0,1
CUST100082,Kiara Reddy,39,Other,1414744.0,INR,31,Gold,2025-07-21,2025-07-21,Monthly,1440.01,12,2,19,Fashion,Mumbai,India,yahoo.com,iOS,Wallet,1095,1,Yes,1,0
CUST100083, Ayaan Sharma ,28,Female,801895.0,INR,85,Gold,2022-08-02,2022-11-26,Rarely,1871.57,2,1,0,Electronics,Hyderabad,India,yahoo.com,iOS,Cash,0,1,No,0,1
CUST100084,Arjun Reddy,26,Female,626112.0,INR,72,Platinum,2023-01-03,2024-03-26,Rarely,2319.08,29,9,19,Sports,Pune,India,rediffmail.com,Web,Upi,1332,4,Yes,0,1
CUST100085,Ananya Iyer,21,Female,1249913.0,INR,57,Silver,2024-12-05,2025-12-03,Weekly,1163.61,19,0,19,Beauty,Mumbai,India,company.com,Mobile,Card,1939,3,No,0,1
CUST100086, Pooja Iyer ,16,Female,317729.0,INR,73,Silver,2024-02-26,2024-09-24,Rarely,9008.45,14,0,13,Fashion,Chennai,India,outlook.com,Desktop,Credit Card,1602,3,No,0,1
CUST100087,Myra Mishra,33,Other,539991.0,INR,45,Basic,2024-10-09,2026-05-06,Rarely,3404.22,2,0,1,Home Decor,Bangalore,India,rediffmail.com,iOS,Wallet,1158,2,No,0,1
CUST100088,Aarav Joshi,28,Female,760152.0,INR,49,Silver,2022-10-23,2024-10-19,Weekly,1829.74,20,19,1,Electronics,Chennai,India,outlook.com,Android,Wallet,1778,4,Yes,0,1
CUST100089,Aadhya Gupta,33,Male,701204.0,INR,45,Platinum,2025-06-03,2026-05-19,Daily,4409.5,28,8,19,Fashion,Chennai,India,gmail.com,iOS,Wallet,1226,3,No,0,1
CUST100090,Ira Sharma,20,Female,1772626.0,INR,25,Basic,2023-03-12,2024-02-10,Monthly,3847.57,6,4,2,Gaming,Pune,India,gmail.com,Desktop,Credit Card,313,2,Yes,0,1
CUST100091, Aadhya Khan ,47,Male,1099328.0,INR,59,Silver,2021-07-16,2022-01-03,Daily,1399.12,12,3,9,Fashion,Pune,India,rediffmail.com,Mobile,Credit Card,267,4,Yes,1,1
CUST100092,Priya Verma,13,Male,648622.0,INR,56,Silver,2024-05-27,2024-08-23,Rarely,761.06,21,1,19,Grocery,Bengaluru,India,gmail.com,iOS,Wallet,337,5,Yes,0,1
CUST100093,Priya Das,39,Female,956877.0,INR,100,Silver,2022-08-19,2024-07-06,Daily,1611.42,17,4,12,Beauty,Chennai,India,hotmail.com,Android,Credit Card,1585,5,No,0,1
CUST100094,Ira Kapoor,37,Male,1262377.0,INR,45,Platinum,2024-01-09,2024-07-28,Rarely,3078.55,3,1,2,Gaming,Chennai,India,gmail.com,iOS,Credit Card,1973,2,Yes,0,1
CUST100095,Rahul Mehta,45,Other,739490.0,INR,22,Silver,2023-05-01,2023-05-01,Monthly,3239.72,10,1,9,Beauty,Delhi,India,gmail.com,Desktop,Cash,1336,4,No,0,0
CUST100096,Meera Gupta,31,Male,634625.0,INR,42,Silver,2023-01-12,2024-09-19,Rarely,1140.3,3,0,3,Electronics,Chennai,India,rediffmail.com,Android,Wallet,1195,4,Yes,0,1
CUST100097,Saanvi Kumar,56,Other,648622.0,INR,52,Platinum,2023-07-18,2025-03-19,Rarely,462.09,3,1,2,Grocery,Lucknow,India,gmail.com,Desktop,Upi,1807,5,Yes,0,1
CUST100098,Neha Khan,41,Female,178737.0,INR,33,Platinum,2025-04-18,2025-04-18,Weekly,1582.79,24,18,5,Home Decor,Kolkata,India,gmail.com,Desktop,Cash,1788,1,Yes,0,0
CUST100099,Aditya Mehta,40,Female,171328.0,INR,80,Silver,2025-03-12,2025-07-07,Weekly,6878.25,26,10,16,Beauty,Ahmedabad,India,gmail.com,Web,Card,1605,1,Yes,0,1
CUST100100,Krishna Iyer,14,Female,789104.0,INR,57,Basic,2023-03-30,2024-03-25,Weekly,863.82,4,0,4,Home Decor,Jaipur,India,yahoo.com,iOS,Credit Card,1354,5,No,0,1
CUST100101,Aditya Joshi,43,Male,818972.0,INR,2,Gold,2023-08-02,2025-03-24,Daily,5389.38,14,10,4,Sports,Bengaluru,India,gmail.com,Web,Cash,1189,4,No,0,1
CUST100102,Arjun Reddy,30,Female,1012675.0,USD,55,Basic,2024-06-11,2024-06-17,Weekly,3524.97,3,0,2,Books,Delhi,India,yahoo.com,iOS,Card,2102,5,No,1,1
CUST100103,Amit Singh,30,Male,252596.0,INR,61,Platinum,2022-03-08,2023-05-11,Daily,1275.86,5,1,4,Kids,Delhi,India,gmail.com,iOS,Upi,1475,3,No,0,1
CUST100106,Aarav Sinha,29,Other,685351.0,USD,26,Silver,2022-09-27,2023-09-17,Weekly,1817.0349999999999,10,7,4,Gaming,Pune,India,gmail.com,Android,Credit Card,987,2,No,0,1
CUST100107,Sai Kumar,43,Male,549820.0,INR,85,Basic,2025-07-15,2025-11-29,Weekly,612.69,9,2,7,Electronics,Delhi,India,gmail.com,Desktop,Wallet,1249,4,Yes,0,1
CUST100108,Myra Das,36,Female,551526.0,INR,85,Silver,2022-05-28,2024-09-10,Weekly,1926.47,1,0,0,Fashion,Chennai,India,gmail.com,Android,Upi,0,1,No,0,1
CUST100109, Aadhya Nair ,41,Female,610269.0,USD,52,Gold,2024-05-06,2024-10-11,Weekly,3606.99,15,5,10,Grocery,Delhi,India,gmail.com,iOS,Card,1286,3,Yes,0,1
CUST100110,Priya Sinha,28,Other,475337.0,INR,19,Silver,2023-01-22,2024-04-30,Monthly,1259.74,3,1,3,Books,Chennai,India,yahoo.com,Android,Debit Card,450,5,No,1,1
CUST100112,Myra Kapoor,16,Female,1176536.0,INR,48,Gold,2023-12-30,2025-09-04,Rarely,1832.02,1,0,2,Beauty,Bengaluru,India,gmail.com,iOS,Debit Card,544,3,Yes,0,1
CUST100113, Rahul Das ,41,Female,302652.0,INR,53,Silver,2021-11-16,2022-04-06,Daily,684.16,31,28,3,Books,Pune,India,yahoo.com,Android,Upi,1306,3,No,0,1
CUST100114,Riya Kapoor,27,Male,536392.0,USD,70,Silver,2023-06-04,2024-03-26,Monthly,2002.1,4,0,5,Kids,Hyderabad,India,gmail.com,Desktop,Upi,1820,4,Yes,0,1
CUST100115, Aadhya Sinha ,28,Male,526505.0,INR,34,Silver,2021-02-04,2023-07-18,Daily,1649.94,0,0,0,Home Decor,Bangalore,India,gmail.com,Desktop,Upi,1189,2,No,0,1
CUST100116,Vivaan Iyer,19,Male,247217.0,INR,85,Gold,2022-08-23,2025-01-27,Monthly,1471.36,0,0,0,Grocery,Hyderabad,India,gmail.com,Android,Upi,1510,5,Yes,1,1
CUST100117,Neha Chopra,50,Male,698537.0,USD,23,Platinum,2024-10-20,2025-09-06,Rarely,3336.53,40,26,13,Electronics,Pune,India,gmail.com,iOS,Debit Card,338,2,Yes,0,1
CUST100118,Myra Sinha,25,Male,648622.0,INR,97,Basic,2025-04-11,2026-02-18,Rarely,967.72,48,13,35,Grocery,Hyderabad,India,hotmail.com,Android,Credit Card,643,5,No,0,1
CUST100119,Ishaan Rao,42,Female,648622.0,INR,36,Silver,2025-03-01,2025-12-18,Rarely,2873.21,9,0,10,Gaming,Ahmedabad,India,outlook.com,Mobile,Card,467,1,Yes,0,1
CUST100120,Meera Singh,29,Female,805102.0,INR,41,Platinum,2024-12-28,2025-06-13,Rarely,945.24,16,11,5,Home Decor,Mumbai,India,outlook.com,iOS,Debit Card,1323,4,Yes,1,1
CUST_NEW0001,Aditya Reddy,46,Female,645689.0,INR,56,Platinum,2024-05-16,2026-01-20,Rarely,1617.92,12,2,11,Gaming,Hyderabad,India,gmail.com,Android,Credit Card,2440,3,Yes,0,1
CUST100123,Riya Singh,33,Male,782766.0,INR,40,Silver,2022-09-23,2023-07-27,Rarely,471.7,7,5,2,Beauty,Bengaluru,India,gmail.com,iOS,Upi,1855,3,Yes,1,1
CUST100124,Saanvi Singh,28,Female,1380257.0,USD,18,Silver,2021-06-27,2022-11-17,Weekly,2607.51,25,17,8,Fashion,Chennai,India,gmail.com,Mobile,Credit Card,468,1,Yes,0,1
CUST100125,Ira Khan,32,Female,157196.0,INR,61,Silver,2022-06-03,2023-01-28,Rarely,2081.03,26,19,6,Home Decor,Hyderabad,India,gmail.com,Web,Upi,2004,1,Yes,0,1
CUST100126,Kiara Mehta,30,Male,576395.0,USD,41,Platinum,2025-08-02,2025-11-11,Weekly,2237.7,17,11,7,Books,Bengaluru,India,yahoo.com,Mobile,Credit Card,0,4,No,0,1
CUST100127,Amit Sinha,31,Female,750074.0,INR,74,Basic,2023-04-01,2024-11-25,Rarely,4027.05,22,2,19,Sports,Mumbai,India,yahoo.com,iOS,Credit Card,657,4,Yes,0,1
CUST100129,Sai Mishra,14,Female,518410.0,INR,40,Basic,2023-06-14,2023-10-31,Rarely,3134.91,37,4,32,Kids,Delhi,India,gmail.com,Android,Upi,377,4,No,0,1
CUST100131,Ananya Patel,65,Male,1412016.0,INR,76,Platinum,2022-07-18,2024-12-12,Monthly,784.61,1,0,1,Beauty,Lucknow,India,company.com,Web,Cash,1296,3,Yes,0,1
CUST100132,Rahul Mehta,33,Female,1125441.0,INR,65,Gold,2023-08-30,2024-05-24,Monthly,1064.45,6,4,2,Sports,Hyderabad,India,gmail.com,Web,Debit Card,1769,3,Yes,1,1
CUST_NEW0002,Myra Nair,22,Female,648622.0,INR,88,Platinum,2024-08-06,2026-01-09,Weekly,1817.0349999999999,9,2,6,Food Court,Chennai,India,gmail.com,Web,Credit Card,553,3,Yes,0,1
CUST100134,Sara Joshi,33,Female,648622.0,INR,76,Gold,2023-07-03,2023-07-22,Monthly,2034.56,12,6,3,Sports,Ahmedabad,India,gmail.com,Web,Wallet,1189,5,No,0,1
CUST100135, Vivaan Khan ,19,Male,251334.0,INR,87,Silver,2021-08-07,2023-05-14,Daily,1177.6,6,1,4,Kids,Bangalore,India,hotmail.com,iOS,Upi,1447,1,No,0,1
CUST100136,Ananya Nair,18,Male,466720.0,INR,51,Platinum,2024-06-05,2024-11-26,Monthly,2843.23,3,0,3,Electronics,Hyderabad,India,gmail.com,iOS,Debit Card,872,4,Yes,0,1
CUST100137,Kiara Patel,47,Female,793857.0,INR,83,Silver,2024-08-27,2026-04-26,Weekly,1144.46,12,3,34,Food Court,Hyderabad,India,gmail.com,iOS,Upi,1227,4,Yes,0,1
